"8","46","104","349.93","867","1","1981-01-07 20:31:14"
"8","46","123","246.07","306","1","1979-02-05 19:11:40"
"9","77","15","207.00","582","0","1977-10-21 23:58:42"
"9","77","173","303.97","745","1","2003-11-26 12:16:52"
"9","77","0","3.65","287","0","1993-03-14 20:20:05"
"9","77","123","246.07","451","0","1998-10-01 03:25:46"
"9","77","164","195.00","543","1","1999-06-07 21:27:17"
"9","77","160","80.28","94","0","2001-03-23 00:56:48"
"9","77","47","150.44","417","0","1984-12-28 05:35:13"
"9","77","46","258.51","748","1","2014-12-16 06:55:33"
"9","77","86","434.25","314","1","2019-01-16 23:26:39"
"9","77","66","342.64","789","0","1977-03-20 03:31:31"
"9","77","112","465.80","995","1","1974-01-28 05:06:26"
"9","77","22","42.17","920","0","1994-03-01 14:16:36"
"10","83","28","347.98","820","0","1983-04-06 01:22:44"
"10","83","153","427.51","933","0","1990-11-06 22:14:16"
"10","83","22","42.17","539","0","1996-01-02 12:11:32"
"10","83","24","225.76","947","1","2004-10-01 05:05:45"
"10","83","149","219.67","320","1","1990-01-04 01:55:53"
"10","83","63","351.79","516","1","2013-08-15 16:45:09"
"10","83","170","458.02","235","1","1988-06-22 15:51:57"
"10","83","152","387.94","393","0","1992-04-11 09:51:10"
"10","83","27","181.44","570","1","1990-11-18 10:17:16"
"10","83","15","207.00","482","0","1991-01-07 14:34:41"
"10","83","143","415.29","112","1","1973-07-07 09:36:41"
"11","5","25","421.19","206","0","2018-11-13 05:48:13"
"11","5","165","422.52","191","0","1973-02-22 10:12:52"
"11","5","1","302.12","582","1","2009-01-03 23:05:10"
"11","5","167","248.39","826","0","1978-12-07 22:30:22"
"11","5","127","87.94","947","0","2012-12-11 03:04:39"
"11","5","89","282.13","468","0","2019-05-29 03:42:28"
"11","5","155","20.82","363","1","1997-06-18 03:04:48"
"11","5","16","483.95","687","0","2002-12-26 11:04:35"
"11","5","153","427.51","624","0","1975-09-21 18:39:34"
"11","5","8","51.47","540","1","2001-12-01 11:45:15"
"12","35","115","500.30","913","1","1985-10-15 15:15:39"
"12","35","143","415.29","379","1","1981-07-26 18:47:45"
"12","35","106","77.83","439","0","1997-05-01 13:22:47"
"12","35","61","281.59","356","1","2014-11-10 12:14:08"
"12","35","112","465.80","419","1","2020-06-10 09:34:44"
"12","35","88","85.81","904","1","1970-02-05 22:26:27"
"12","35","151","470.70","649","0","1986-12-03 16:08:22"
"12","35","29","263.94","534","0","1993-06-13 02:41:36"
"12","35","20","418.11","134","0","2005-03-20 11:57:53"
"12","35","15","207.00","448","1","1972-04-12 12:37:41"
"13","80","157","12.19","547","0","2015-11-07 18:52:22"
"13","80","55","160.14","202","1","1980-06-26 20:07:14"
"13","80","122","244.03","795","0","1985-06-08 02:00:23"
"13","80","80","457.99","390","1","1993-08-18 19:09:39"
"13","80","152","387.94","471","0","2015-02-24 11:46:42"
"13","80","102","200.39","72","0","2013-07-27 00:13:33"
"13","80","23","161.17","782","0","1981-06-09 15:43:23"
"13","80","1","302.12","44","0","2016-04-05 15:49:37"
"13","80","85","377.92","270","1","2019-03-09 19:25:50"
"13","80","27","181.44","104","1","1975-09-07 07:06:17"
"13","80","84","164.72","443","0","1981-05-28 20:03:56"
"13","80","28","347.98","329","0","1972-11-11 13:40:24"
"14","97","4","202.37","730","0","1988-08-22 07:22:15"
"14","97","121","49.96","938","1","1997-06-23 05:35:19"
"14","97","140","54.79","586","0","2019-12-02 05:41:58"
"14","97","92","143.20","289","1","1972-12-08 03:47:27"
"14","97","117","114.06","129","1","1986-12-07 15:09:44"
"14","97","149","219.67","656","0","1975-03-28 22:43:21"
"14","97","67","215.71","720","1","1995-06-14 23:11:40"
"14","97","111","386.12","936","0","2013-02-27 15:35:43"
"14","97","65","9.33","150","1","2001-12-15 23:26:11"
"14","97","9","127.04","775","1","1991-01-18 18:31:40"
"14","97","41","456.97","183","1","2012-01-22 07:23:19"
"14","97","16","483.95","907","0","2012-02-20 03:02:14"
"14","97","130","114.15","515","0","2005-12-10 12:46:30"
"14","97","33","471.75","628","0","1989-01-11 03:30:18"
"14","97","137","338.38","831","0","1977-12-20 02:15:01"
"14","97","56","474.70","793","0","1995-09-19 19:44:26"
"14","97","55","160.14","292","1","2006-10-14 01:58:12"
"14","97","157","12.19","590","1","2016-09-27 13:01:40"
"14","97","47","150.44","75","0","2017-04-08 17:28:11"
"14","97","1","302.12","607","0","2002-04-22 05:18:27"
"14","97","32","264.37","416","1","1979-07-08 03:14:45"
"14","97","35","252.09","756","1","1995-04-19 06:49:06"
"14","97","129","8.89","328","1","2016-06-26 08:25:18"
"14","97","6","420.74","213","0","1987-08-27 08:53:56"
"14","97","50","140.23","308","0","2005-08-15 19:37:57"
"15","61","119","287.37","833","0","2001-02-10 19:54:19"
"15","61","149","219.67","547","1","1984-11-08 03:06:21"
"15","61","171","259.25","432","1","1997-04-13 00:30:26"
"15","61","107","145.30","206","1","1986-02-16 01:26:09"
"15","61","134","70.09","608","0","2020-07-30 02:49:20"
"15","61","13","489.27","287","1","1998-08-29 00:55:26"
"15","61","129","8.89","191","0","1996-01-02 08:36:59"
"15","61","30","100.77","416","1","1994-09-22 14:20:16"
"15","61","22","42.17","80","1","2012-02-29 14:29:58"
"15","61","20","418.11","906","1","2018-09-07 00:20:58"
"15","61","167","248.39","149","0","1980-10-13 00:02:54"
"15","61","41","456.97","968","1","1991-04-23 07:58:53"
"15","61","173","303.97","165","0","2010-08-16 01:44:08"
"15","61","158","109.71","952","1","1980-08-02 16:32:15"
"15","61","68","149.86","472","1","1999-04-21 03:06:32"
"15","61","101","387.31","585","1","1998-10-13 08:11:37"
"15","61","16","483.95","210","1","1971-10-26 13:53:48"
"15","61","116","45.69","844","0","1977-02-07 01:27:47"
"15","61","32","264.37","271","0","2012-04-16 01:57:34"
"15","61","18","143.39","950","1","1997-08-21 21:08:42"
"15","61","70","225.99","855","0","1971-11-02 16:39:40"
"15","61","100","92.64","492","0","1984-08-08 13:51:39"
"15","61","23","161.17","85","1","2011-01-03 14:12:03"
"15","61","121","49.96","228","1","1989-02-25 22:22:21"
"15","61","90","136.03","281","0","2004-03-27 06:31:15"
"16","11","165","422.52","558","0","1994-11-03 06:33:42"
"16","11","82","432.70","909","1","1972-08-21 23:36:18"
"17","52","129","8.89","765","0","2008-01-13 20:15:56"
"17","52","0","3.65","281","1","1999-06-08 02:01:29"
"17","52","33","471.75","394","1","1996-09-07 10:27:26"
"17","52","112","465.80","472","1","2019-10-18 20:14:05"
"17","52","96","365.11","618","1","1999-07-10 13:07:26"
"17","52","90","136.03","777","1","1992-09-08 01:20:29"
"17","52","123","246.07","878","1","1995-07-21 04:54:27"
"17","52","118","174.61","510","0","1976-01-05 04:49:37"
"17","52","117","114.06","888","1","2017-01-13 15:06:53"
"17","52","17","199.73","683","1","1984-01-04 11:16:41"
"17","52","39","403.09","995","0","2000-04-16 05:54:12"
"17","52","147","451.80","112","0","1977-02-23 06:58:48"
"17","52","71","273.06","798","1","1979-03-21 07:00:30"
"17","52","45","9.68","443","0","2009-03-01 17:29:09"
"17","52","120","41.61","641","0","1987-08-18 01:33:03"
"17","52","173","303.97","512","1","1973-08-10 09:32:06"
"17","52","160","80.28","301","0","2004-10-01 11:04:43"
"17","52","162","442.78","213","0","2010-02-01 07:52:25"
"17","52","152","387.94","707","1","2000-08-21 06:03:36"
"17","52","106","77.83","237","1","2009-06-24 22:29:39"
"17","52","111","386.12","45","0","1978-10-22 10:45:50"
"17","52","38","82.93","402","0","2001-06-25 01:42:33"
"17","52","89","282.13","759","0","1975-01-07 14:15:30"
"17","52","59","66.81","850","0","1993-06-11 23:39:40"
"17","52","4","202.37","138","1","1992-09-10 17:47:35"
"17","52","77","289.35","902","0","1988-01-28 11:15:37"
"17","52","51","360.68","35","1","2011-01-16 08:41:30"
"17","52","135","419.76","553","1","2014-12-08 23:38:45"
"17","52","93","445.94","316","0","2018-12-02 21:41:26"
"17","52","148","245.29","145","0","2001-01-12 20:16:43"
"17","52","27","181.44","362","1","2003-12-30 14:47:53"
"17","52","83","367.96","263","1","1985-02-11 18:09:02"
"17","52","114","287.60","371","1","2005-04-08 23:37:57"
"18","96","170","458.02","535","1","2007-08-16 19:19:36"
"18","96","171","259.25","762","1","1981-11-06 17:23:11"
"18","96","62","123.30","279","0","2016-01-24 14:45:08"
"18","96","34","126.24","153","0","2014-05-14 03:26:52"
"18","96","36","253.55","432","1","2020-04-11 03:02:14"
"18","96","120","41.61","412","1","1988-03-13 07:58:46"
"18","96","67","215.71","567","1","1983-05-04 01:35:51"
"19","22","29","263.94","435","0","1982-01-13 02:58:33"
"19","22","119","287.37","251","1","1977-09-25 07:16:37"
"19","22","162","442.78","774","0","1994-01-31 04:26:32"
"19","22","11","471.04","327","1","1982-06-16 19:27:13"
"19","22","85","377.92","326","1","2009-04-03 09:46:13"
"19","22","172","379.83","821","1","1972-11-12 23:12:45"
"19","22","55","160.14","198","0","1985-07-27 02:58:44"
"19","22","92","143.20","115","1","1991-11-04 19:59:26"
"19","22","131","272.61","503","0","1981-02-09 18:48:38"
"19","22","21","256.82","507","0","2009-01-13 05:33:41"
"19","22","95","178.40","66","0","2011-02-27 01:15:09"
"19","22","137","338.38","971","0","1973-05-31 22:21:06"
"19","22","156","181.84","81","0","1997-05-08 21:50:30"
"19","22","70","225.99","277","1","2010-06-30 20:25:18"
"19","22","73","142.06","103","1","1980-08-03 17:21:55"
"19","22","75","211.97","548","0","2011-09-16 14:50:49"
"19","22","145","191.79","61","0","2015-11-21 13:35:49"
"19","22","13","489.27","770","1","2006-09-01 08:36:17"
"19","22","122","244.03","426","0","1979-01-04 10:15:04"
"19","22","6","420.74","310","1","2005-10-28 06:59:55"
"19","22","140","54.79","228","1","1988-08-29 05:53:41"
"19","22","43","196.98","105","1","2010-10-23 11:11:10"
"19","22","12","53.02","855","1","2004-09-01 11:36:04"
"20","88","122","244.03","34","0","1989-10-31 02:17:41"
"20","88","66","342.64","700","1","1999-06-21 01:00:44"
"20","88","13","489.27","704","1","2007-03-10 17:17:59"
"20","88","130","114.15","33","1","1972-01-27 17:30:45"
"20","88","94","313.45","673","0","1983-05-07 12:38:26"
"20","88","36","253.55","420","0","2020-12-01 19:53:15"
"21","0","47","150.44","794","0","1996-05-25 09:55:13"
"21","0","50","140.23","999","1","1986-09-18 06:59:54"
"21","0","9","127.04","944","1","1992-01-04 11:54:39"
"21","0","106","77.83","358","1","1990-07-28 04:25:45"
"21","0","127","87.94","308","0","1997-08-15 21:16:58"
"21","0","164","195.00","254","1","1984-07-12 13:50:57"
"21","0","129","8.89","136","1","1993-09-28 15:03:32"
"21","0","32","264.37","51","1","2001-07-18 15:53:43"
"21","0","80","457.99","663","0","1978-11-27 05:50:01"
"21","0","76","356.93","151","0","1984-08-03 01:02:49"
"21","0","98","105.14","805","1","1972-03-22 07:45:35"
"21","0","73","142.06","4","0","1970-02-05 21:54:54"
"21","0","168","329.08","63","0","1997-06-10 23:23:15"
"21","0","85","377.92","582","1","1988-07-29 05:08:47"
"21","0","40","354.20","124","0","1996-05-22 22:44:58"
"21","0","97","330.26","727","0","2019-11-24 11:32:39"
"21","0","64","45.46","572","0","2015-05-24 03:49:38"
"21","0","132","101.76","751","1","1985-08-25 07:17:01"
"21","0","112","465.80","346","0","1990-12-02 07:51:42"
"21","0","131","272.61","199","0","2014-06-21 13:05:39"
"21","0","20","418.11","236","0","1986-03-24 11:41:47"
"21","0","19","389.54","618","0","1979-08-12 12:40:54"
"21","0","102","200.39","988","1","1984-02-12 08:54:11"
"21","0","123","246.07","887","0","2006-05-11 06:42:01"
"21","0","135","419.76","233","1","1994-06-09 22:50:30"
"21","0","150","320.67","158","1","2013-05-05 10:20:10"
"21","0","63","351.79","711","0","1983-02-26 13:57:12"
"21","0","142","177.73","734","1","2016-08-08 07:23:39"
"21","0","105","471.97","728","1","1985-09-03 20:59:10"
"21","0","136","495.48","280","0","1985-08-10 16:13:10"
"21","0","119","287.37","645","0","2007-11-28 09:17:12"
"21","0","41","456.97","320","1","1999-05-29 18:24:38"
"21","0","74","320.86","2","0","2015-07-04 22:27:27"
"21","0","122","244.03","576","1","1991-05-14 08:09:35"
"22","50","49","8.17","99","0","1972-12-27 01:47:49"
"22","50","129","8.89","63","1","1988-07-16 04:58:12"
"22","50","61","281.59","397","0","2009-06-15 20:10:47"
"22","50","27","181.44","597","0","2012-10-15 00:59:17"
"22","50","133","324.61","613","1","2008-12-29 15:01:02"
"22","50","169","269.77","747","0","2014-12-24 06:13:38"
"22","50","102","200.39","134","1","1993-07-06 19:16:25"
"22","50","91","257.17","939","1","2005-08-31 20:39:41"
"22","50","24","225.76","682","1","2007-04-22 19:38:33"
"22","50","141","414.96","329","1","2001-04-02 00:20:05"
"22","50","87","327.30","290","0","1972-09-02 14:20:52"
"22","50","23","161.17","708","0","2012-07-30 19:31:41"
"22","50","127","87.94","628","1","1973-12-22 20:26:11"
"22","50","120","41.61","913","1","1992-08-01 04:12:46"
"22","50","138","15.02","101","1","2019-10-19 02:50:04"
"22","50","170","458.02","924","1","1988-03-26 23:19:24"
"22","50","38","82.93","880","0","1992-09-09 12:03:18"
"22","50","145","191.79","785","1","1983-07-15 23:07:10"
"22","50","112","465.80","60","1","1979-07-19 17:17:05"
"22","50","171","259.25","562","1","2008-02-03 01:32:35"
"22","50","7","58.40","111","0","2012-08-03 14:46:29"
"22","50","62","123.30","458","1","2008-07-06 19:37:52"
"22","50","15","207.00","364","1","1994-04-20 06:07:34"
"22","50","37","410.26","658","1","1990-07-25 08:04:02"
"22","50","28","347.98","941","1","2016-01-16 10:12:50"
"22","50","6","420.74","348","0","1977-08-12 19:59:28"
"22","50","150","320.67","246","0","2018-07-30 11:21:18"
"22","50","105","471.97","398","0","2018-12-28 12:14:37"
"22","50","80","457.99","768","0","2008-05-25 20:55:45"
"22","50","78","386.64","789","0","2011-05-16 07:21:20"
"22","50","25","421.19","269","1","2014-11-15 05:06:57"
"22","50","8","51.47","820","1","1985-08-28 03:24:23"
"22","50","32","264.37","388","0","1987-12-08 23:59:11"
"22","50","154","278.20","391","0","1998-01-13 19:05:57"
"22","50","81","246.40","800","0","1974-01-18 16:42:01"
"22","50","56","474.70","852","1","2021-09-15 17:07:56"
"22","50","132","101.76","221","0","2018-07-23 15:20:42"
"22","50","55","160.14","863","0","1981-10-03 03:27:15"
"22","50","97","330.26","280","0","2008-08-20 10:54:51"
"22","50","84","164.72","118","1","1974-07-08 20:00:21"
"22","50","16","483.95","445","0","1998-05-08 17:45:33"
"22","50","95","178.40","367","0","1976-07-03 09:53:26"
"22","50","158","109.71","19","0","2017-08-25 02:57:41"
"22","50","20","418.11","847","0","1981-05-12 01:34:45"
"23","71","2","175.42","808","1","2021-04-16 03:30:49"
"23","71","153","427.51","485","0","1987-01-12 08:11:25"
"23","71","134","70.09","295","1","1997-06-20 00:27:02"
"23","71","95","178.40","265","0","1999-02-16 17:21:51"
"23","71","102","200.39","816","0","2021-11-09 13:58:56"
"24","61","160","80.28","19","0","1971-08-16 10:16:37"
"24","61","103","331.72","746","0","2014-10-03 11:33:32"
"24","61","98","105.14","155","1","2016-07-07 21:13:42"
"24","61","78","386.64","31","1","1983-09-08 09:25:50"
"24","61","105","471.97","535","0","2009-06-20 12:09:58"
"24","61","96","365.11","450","0","2003-09-08 19:42:04"
"24","61","168","329.08","524","0","2007-06-15 14:40:08"
"24","61","95","178.40","991","1","2002-08-27 15:02:03"
"24","61","58","156.22","696","0","2011-07-05 14:11:17"
"24","61","34","126.24","942","0","2017-03-13 20:34:40"
"24","61","13","489.27","674","1","1984-04-13 14:11:11"
"24","61","2","175.42","845","1","2003-12-14 06:29:19"
"24","61","124","143.55","64","1","2002-12-11 17:54:10"
"24","61","26","263.27","409","1","2020-08-13 00:21:39"
"25","0","147","451.80","285","1","1994-01-20 01:02:18"
"25","0","104","349.93","471","0","1985-07-20 09:03:08"
"25","0","168","329.08","805","0","2019-08-09 00:01:36"
"25","0","115","500.30","607","0","1999-11-04 03:01:41"
"25","0","69","364.22","850","0","1982-12-06 16:19:12"
"25","0","96","365.11","557","1","1977-08-29 17:58:07"
"26","16","137","338.38","179","0","1986-09-08 16:43:04"
"26","16","91","257.17","701","1","1998-02-23 04:29:15"
"26","16","151","470.70","667","0","1990-01-25 09:13:34"
"26","16","146","73.42","8","0","1974-07-21 01:11:15"
"26","16","102","200.39","894","1","2014-06-29 02:53:59"
"26","16","8","51.47","591","1","1972-11-01 05:08:20"
"26","16","133","324.61","248","0","1982-01-30 11:06:00"
"26","16","174","311.48","428","1","2002-05-08 16:24:19"
"26","16","0","3.65","367","0","2012-11-30 16:54:37"
"26","16","89","282.13","308","1","1974-07-04 23:13:06"
"26","16","84","164.72","797","0","2003-08-31 01:47:27"
"27","91","106","77.83","158","0","2014-04-14 21:00:59"
"27","91","151","470.70","77","0","2009-12-13 20:20:10"
"27","91","81","246.40","947","1","1994-02-28 07:03:50"
"27","91","167","248.39","968","1","1985-04-16 05:42:15"
"27","91","100","92.64","507","0","1986-06-09 15:29:09"
"27","91","112","465.80","863","0","1975-02-23 19:47:24"
"27","91","13","489.27","239","0","1989-07-27 07:25:12"
"27","91","3","150.40","897","1","2003-03-04 23:31:46"
"27","91","149","219.67","286","1","2005-04-29 01:14:17"
"27","91","147","451.80","833","1","1998-05-21 10:40:36"
"27","91","129","8.89","840","1","1976-02-23 22:01:49"
"27","91","104","349.93","192","1","1982-10-19 14:04:44"
"27","91","113","238.01","725","1","2013-04-12 22:03:09"
"27","91","65","9.33","482","1","2011-09-21 14:56:30"
"27","91","47","150.44","665","0","2000-02-12 12:22:23"
"27","91","77","289.35","449","1","1979-03-18 12:25:20"
"27","91","64","45.46","860","1","2000-04-28 00:38:45"
"27","91","78","386.64","928","1","1987-04-23 01:43:51"
"27","91","42","255.05","609","0","2014-12-23 19:09:25"
"27","91","153","427.51","94","0","1973-08-15 19:40:23"
"27","91","44","326.46","810","1","1988-12-28 06:51:43"
"27","91","144","123.96","589","0","1998-05-27 09:18:12"
"27","91","71","273.06","214","0","2014-04-29 22:30:05"
"27","91","25","421.19","689","0","2001-11-30 10:53:53"
"27","91","105","471.97","390","1","1970-04-02 22:57:40"
"27","91","48","279.11","45","0","1984-08-28 19:09:29"
"27","91","136","495.48","984","0","1988-03-12 09:45:15"
"27","91","7","58.40","586","0","2014-08-26 19:32:27"
"27","91","110","71.96","276","1","1979-02-03 19:26:47"
"28","36","127","87.94","946","0","2010-11-07 16:37:41"
"28","36","112","465.80","331","1","1981-06-06 01:45:49"
"28","36","147","451.80","377","1","2012-12-19 13:01:42"
"28","36","83","367.96","863","1","2009-07-22 18:17:49"
"28","36","90","136.03","624","1","1989-08-07 18:40:29"
"28","36","65","9.33","655","1","2006-11-01 06:15:00"
"28","36","72","196.15","721","0","1992-10-21 05:33:38"
"28","36","119","287.37","603","0","2012-05-04 02:02:48"
"28","36","23","161.17","168","1","2006-08-03 03:25:30"
"28","36","111","386.12","532","0","2011-09-27 14:51:20"
"28","36","58","156.22","792","1","1996-12-06 11:15:06"
"28","36","44","326.46","22","0","1973-03-13 22:10:09"
"28","36","42","255.05","914","0","1986-03-28 00:55:55"
"28","36","87","327.30","312","0","2012-10-03 13:56:10"
"28","36","52","178.10","953","0","2019-04-13 16:25:57"
"28","36","16","483.95","198","0","1989-03-28 09:34:35"
"28","36","117","114.06","407","1","2007-10-29 19:14:11"
"28","36","116","45.69","412","0","1993-07-19 19:20:50"
"28","36","68","149.86","143","1","2011-06-21 03:52:36"
"28","36","82","432.70","146","1","2003-08-12 15:51:40"
"28","36","32","264.37","503","0","2012-01-10 16:26:50"
"28","36","102","200.39","949","0","1983-01-16 12:59:15"
"28","36","31","362.97","414","0","1980-02-17 14:30:18"
"28","36","135","419.76","819","0","2005-10-05 08:21:05"
"28","36","46","258.51","243","1","2011-07-25 03:56:36"
"28","36","34","126.24","613","0","1986-12-25 01:21:51"
"28","36","26","263.27","717","1","2006-11-13 02:24:16"
"28","36","156","181.84","582","0","1992-11-12 20:21:03"
"28","36","103","331.72","804","1","1976-01-21 19:42:52"
"28","36","159","254.32","338","1","2012-04-15 17:54:45"
"28","36","0","3.65","29","0","1998-01-16 07:17:24"
"28","36","172","379.83","969","1","1995-03-29 00:30:25"
"28","36","152","387.94","768","1","2012-02-26 22:06:37"
"28","36","93","445.94","706","0","2012-04-02 21:32:03"
"28","36","139","166.97","366","0","1991-03-06 22:08:07"
"28","36","132","101.76","439","1","1980-11-22 03:10:30"
